IdVenta,IdProducto,IdSucursal,IdCliente,IdVendedor,IdTiempo,CantidadVenta,TotalVenta
543,6,3,41,10,175,8,424,96
544,2,12,96,25,145,6,197,88
545,9,15,23,9,42,4,366,36
546,3,13,70,27,158,9,64,35
547,13,12,4,23,137,4,386,12
548,2,19,29,3,118,6,197,88
549,13,3,61,18,97,3,289,59
550,5,2,96,19,16,5,62,35
551,8,10,93,28,150,6,411,18
552,15,2,43,19,173,3,247,41
553,7,10,65,20,14,6,162,12
554,4,16,7,15,157,1,11,61
555,10,10,17,9,99,8,581,12
556,10,3,65,11,159,7,508,48
557,3,4,30,18,157,3,21,45
558,14,3,96,3,51,4,288,20
559,14,20,35,16,24,2,144,10
560,3,4,73,5,178,5,35,75
561,1,19,47,14,137,5,339,85
562,3,20,36,16,155,3,21,45
563,4,4,7,1,181,8,92,88
564,8,14,85,19,139,9,616,77
565,2,7,52,5,124,10,329,80
566,5,8,60,16,33,5,62,35
567,6,4,48,29,152,6,318,72
568,1,8,21,15,11,4,271,88
569,9,11,15,21,101,10,915,90
570,8,12,74,18,155,6,411,18
571,8,11,88,21,35,8,548,24
572,2,10,56,27,100,1,32,98
573,9,1,16,25,109,9,824,31
574,7,20,22,20,13,5,135,10
575,6,7,60,7,102,7,371,84
576,4,20,17,14,14,2,23,22
577,3,11,29,15,33,4,28,60
578,11,17,41,5,144,8,780,32
579,12,17,26,24,118,5,254,50
580,5,20,61,10,91,9,112,23
581,12,5,73,5,99,6,305,40
582,7,17,61,19,105,8,216,16
583,4,18,22,24,149,7,81,27
584,11,20,13,30,5,3,292,62
585,9,11,100,8,68,7,641,13
586,5,20,67,20,8,9,112,23
587,12,8,52,25,21,4,203,60
588,5,14,98,27,153,11,137,17
589,13,3,47,14,33,6,579,18
590,11,18,83,16,11,1,97,54
591,11,10,51,14,166,6,585,24
592,12,20,82,27,100,9,458,10
593,6,19,61,8,91,7,371,84
594,2,1,47,15,7,9,296,82
595,13,14,78,12,58,6,579,18
596,4,3,51,25,49,3,34,83
597,14,3,25,13,77,3,216,15
598,8,16,41,28,40,9,616,77
599,7,16,3,23,123,8,216,16
600,5,3,26,3,41,5,62,35
601,2,13,4,8,154,5,164,90
602,11,10,42,10,59,6,585,24
603,8,9,55,21,37,3,205,59
604,8,14,34,14,5,2,137,06
605,14,14,16,18,32,6,432,30
606,8,8,78,18,104,6,411,18
607,1,7,96,13,87,8,543,76
608,1,17,58,12,105,6,407,82
609,13,12,68,18,91,10,965,30
610,3,8,54,1,32,6,42,90
611,11,17,29,8,25,4,390,16
612,3,4,3,26,73,11,78,65
613,12,20,52,10,26,2,101,80
614,4,2,90,22,63,6,69,66
615,3,10,29,16,79,7,50,05
616,5,15,19,2,92,10,124,70
617,7,14,78,27,165,3,81,06
618,8,3,29,9,125,8,548,24
619,7,4,40,6,37,5,135,10
620,13,15,39,6,175,7,675,71
621,9,18,14,9,18,9,824,31
622,7,18,6,11,169,3,81,06
623,9,12,62,20,67,8,732,72
624,4,6,75,25,145,10,116,10
625,8,13,24,25,122,8,548,24
626,14,4,15,14,83,8,576,40
627,11,17,51,27,117,7,682,78
628,7,9,80,8,123,9,243,18
629,5,18,69,19,61,10,124,70
630,2,11,88,1,126,11,362,78
631,9,20,83,1,135,10,915,90
632,6,7,61,12,32,2,106,24
633,12,18,95,12,107,4,203,60
634,2,15,60,16,38,2,65,96
635,12,1,21,6,124,5,254,50
636,8,7,93,18,180,5,342,65
637,4,3,6,26,131,7,81,27
638,10,12,48,12,102,4,290,56
639,13,11,99,14,43,5,482,65
640,1,3,79,28,80,4,271,88
641,10,8,1,5,163,6,435,84
642,12,12,82,16,134,1,50,90
643,12,6,78,3,115,8,407,20
644,1,7,25,20,130,6,407,82
645,6,3,68,6,9,3,159,36
646,7,18,5,11,126,10,270,20
647,14,7,78,20,113,3,216,15
648,7,8,57,4,44,7,189,14
649,1,17,7,23,133,2,135,94
650,13,15,53,17,46,11,1061,83
651,1,19,78,17,115,3,203,91
652,15,19,48,16,162,1,82,47
653,10,3,69,5,75,8,581,12
654,10,6,4,10,160,7,508,48
655,8,12,33,3,111,4,274,12
656,1,9,34,15,10,3,203,91
657,14,5,43,17,35,7,504,35
658,1,3,26,21,52,1,67,97
659,10,7,48,3,85,1,72,64
660,8,5,74,14,74,4,274,12
661,12,8,9,2,175,6,305,40
662,3,4,85,21,147,8,57,20
663,2,1,94,17,73,3,98,94
664,8,17,11,5,161,10,685,30
665,2,5,31,14,95,5,164,90
666,5,4,68,9,141,3,37,41
667,10,9,5,22,176,5,363,20
668,6,6,32,23,35,4,212,48
669,1,17,59,20,76,7,475,79
670,8,10,13,11,128,3,205,59
671,10,18,37,3,163,11,799,04
672,5,14,68,14,107,2,24,94
673,3,20,5,3,20,8,57,20
674,1,13,93,15,44,7,475,79
675,6,11,64,23,162,5,265,60
676,6,17,18,18,94,10,531,20
677,13,3,18,8,1,6,579,18
678,11,6,93,25,31,3,292,62
679,13,16,41,29,26,3,289,59
680,7,14,90,30,84,7,189,14
681,14,16,2,19,173,9,648,45
682,15,6,93,1,43,10,824,70
683,13,1,89,19,153,4,386,12
684,15,13,68,22,152,9,742,23
685,4,11,7,29,47,1,11,61
686,4,3,64,9,112,9,104,49
687,9,9,20,28,26,7,641,13
688,9,4,27,3,55,2,183,18
689,6,6,42,12,148,9,478,08
690,6,13,49,7,152,2,106,24
691,5,15,48,16,4,2,24,94
692,3,16,5,2,81,1,7,15
693,9,12,14,22,58,3,274,77
694,1,1,5,8,98,2,135,94
695,8,5,14,30,88,5,342,65
696,3,12,82,4,153,3,21,45
697,5,1,92,29,143,7,87,29
698,14,1,9,4,161,4,288,20
699,3,13,41,14,46,6,42,90
700,9,18,31,21,103,10,915,90
701,10,8,81,8,31,4,290,56
702,14,15,66,5,145,7,504,35
703,6,13,5,20,84,5,265,60
704,9,6,32,26,77,6,549,54
705,1,14,57,21,5,5,339,85
706,15,18,13,27,115,6,494,82
707,13,9,23,5,100,1,96,53
708,9,15,54,27,118,10,915,90
709,2,19,93,7,99,10,329,80
710,10,1,85,6,122,9,653,76
711,10,8,78,13,146,11,799,04
712,15,14,100,6,143,3,247,41
713,8,7,96,11,67,7,479,71
714,5,5,70,21,96,5,62,35
715,6,2,30,5,142,7,371,84
716,6,2,14,30,24,6,318,72
717,5,2,45,30,25,2,24,94
718,8,12,10,17,54,10,685,30
719,11,13,7,12,40,3,292,62
720,9,4,52,28,12,4,366,36
721,5,1,86,28,134,4,49,88
722,5,8,99,4,158,6,74,82
723,14,1,53,2,145,2,144,10
724,5,14,65,22,143,4,49,88
725,13,14,74,27,163,2,193,06
726,1,4,62,10,25,5,339,85
727,2,14,59,17,75,11,362,78
728,11,9,92,21,42,2,195,08
729,9,8,17,30,160,8,732,72
730,8,15,52,4,121,3,205,59
731,5,7,18,5,136,8,99,76
732,4,2,5,9,75,8,92,88
733,7,8,24,11,23,8,216,16
734,9,19,69,20,80,2,183,18
735,4,17,89,17,64,4,46,44
736,1,6,24,24,162,5,339,85
737,14,3,23,17,108,9,648,45
738,6,19,36,13,13,2,106,24
739,15,2,68,6,165,9,742,23
740,12,17,35,20,141,9,458,10
741,11,11,13,10,128,7,682,78
742,3,3,31,17,2,9,64,35
743,14,19,25,2,14,2,144,10
744,5,4,5,19,81,5,62,35
745,15,13,59,8,154,10,824,70
746,15,13,80,14,16,3,247,41
747,12,2,18,28,104,9,458,10
748,3,16,97,5,143,4,28,60
749,5,2,36,11,89,3,37,41
750,11,7,68,18,40,7,682,78
751,3,7,95,8,49,8,57,20
752,9,13,93,24,32,10,915,90
753,11,13,60,30,172,7,682,78
754,11,7,68,2,112,3,292,62
755,11,3,15,29,152,7,682,78
756,1,20,57,16,43,8,543,76
757,5,7,65,13,138,8,99,76
758,9,18,87,14,94,10,915,90
759,1,15,93,4,79,9,611,73
760,15,6,64,25,109,8,659,76
761,8,8,94,27,51,5,342,65
762,15,10,76,8,40,10,824,70
763,11,5,22,19,120,5,487,70
764,5,1,97,28,63,5,62,35
765,11,16,55,23,148,10,975,40
766,4,13,93,2,117,2,23,22
767,1,16,43,18,23,3,203,91
768,12,19,87,24,61,3,152,70
769,15,5,24,14,109,9,742,23
770,15,13,27,4,46,10,824,70
771,7,11,18,21,143,8,216,16
772,11,3,30,9,178,2,195,08
773,3,9,11,15,19,9,64,35
774,3,1,44,6,82,3,21,45
775,7,11,44,8,54,8,216,16
776,6,16,71,8,127,3,159,36
777,13,17,60,22,85,4,386,12
778,9,1,9,6,69,9,824,31
779,13,17,63,12,88,2,193,06
780,1,10,49,15,67,2,135,94
781,2,12,59,19,156,8,263,84
782,12,13,86,2,135,1,50,90
783,1,13,93,8,138,7,475,79
784,9,6,38,3,136,6,549,54
785,9,12,44,15,17,5,457,95
786,10,6,1,21,86,1,72,64
787,10,14,63,21,121,5,363,20
788,11,16,71,15,3,4,390,16
789,10,19,85,29,151,11,799,04
790,9,4,40,23,139,4,366,36
791,13,19,80,18,77,3,289,59
792,5,9,42,24,130,7,87,29
793,11,11,58,7,127,4,390,16
794,4,1,30,21,170,6,69,66
795,6,17,32,4,105,5,265,60
796,1,6,81,19,118,8,543,76
797,10,2,14,30,62,2,145,28
798,6,11,45,18,54,4,212,48
799,14,18,7,29,175,4,288,20
800,9,11,53,20,177,2,183,18
801,11,13,44,28,5,6,585,24
802,8,8,54,18,89,7,479,71
803,6,2,30,10,92,6,318,72
804,14,14,46,15,51,1,72,05
805,12,4,97,13,14,2,101,80
806,4,12,32,30,135,7,81,27
807,7,1,68,16,80,9,243,18
808,3,9,71,17,16,4,28,60
809,8,6,29,8,149,2,137,06
810,10,3,59,28,84,5,363,20
811,12,14,84,4,170,7,356,30
812,13,18,4,15,106,6,579,18
813,3,19,63,16,128,4,28,60
814,12,15,42,5,163,2,101,80
815,1,15,24,12,92,9,611,73
816,5,18,55,8,82,6,74,82
817,12,8,61,15,156,2,101,80
818,4,9,91,3,151,11,127,71
819,5,11,41,6,94,2,24,94
820,8,8,86,16,90,8,548,24
821,4,18,23,25,5,3,34,83
822,5,2,6,1,46,5,62,35
823,9,12,25,27,90,10,915,90
824,15,11,72,26,156,7,577,29
825,13,11,20,25,67,4,386,12
826,4,12,84,29,135,7,81,27
827,6,10,13,22,54,3,159,36
828,7,2,35,11,45,6,162,12
829,10,15,24,18,85,9,653,76
830,5,19,55,14,19,1,12,47
831,9,2,69,6,162,3,274,77
832,5,2,26,24,103,3,37,41
833,1,19,64,11,159,8,543,76
834,11,13,39,14,78,6,585,24
835,8,5,89,19,114,4,274,12
836,12,6,81,12,43,7,356,30
837,8,5,71,11,52,4,274,12
838,7,17,49,22,160,3,81,06
839,10,20,92,28,84,9,653,76
840,15,15,36,21,57,2,164,94
841,9,18,62,13,6,4,366,36
842,4,7,22,8,145,3,34,83
843,11,1,85,19,73,11,1072,94
844,14,9,90,26,5,10,720,50
845,11,12,41,13,135,9,877,86
846,7,3,86,23,36,4,108,08
847,7,4,22,15,120,6,162,12
848,13,16,27,12,36,11,1061,83
849,1,17,31,29,31,9,611,73
850,11,4,41,8,116,3,292,62
851,4,6,30,1,169,5,58,05
852,6,12,23,12,63,10,531,20
853,6,4,5,13,92,3,159,36
854,5,2,97,7,73,3,37,41
855,9,7,70,24,180,5,457,95
856,9,2,69,10,65,1,91,59
857,6,20,77,20,96,2,106,24
858,15,1,80,1,107,10,824,70
859,11,9,72,9,28,5,487,70
860,15,4,92,25,91,1,82,47
861,15,1,13,5,16,10,824,70
862,4,4,81,17,75,3,34,83
863,12,7,63,1,95,3,152,70
864,14,8,84,27,155,10,720,50
865,6,20,37,14,8,10,531,20
866,7,2,23,26,44,3,81,06
867,3,9,76,29,15,2,14,30
868,6,14,47,6,54,9,478,08
869,13,4,63,29,1,3,289,59
870,6,8,39,27,115,6,318,72
871,11,16,45,22,8,8,780,32
872,9,5,59,24,179,7,641,13
873,8,13,27,2,59,5,342,65
874,9,17,69,3,124,5,457,95
875,12,5,61,18,174,9,458,10
876,1,2,36,14,153,6,407,82
877,10,15,53,11,114,4,290,56
878,4,19,23,2,90,7,81,27
879,7,13,17,13,139,3,81,06
880,12,7,86,12,40,6,305,40
881,9,4,55,25,17,7,641,13
882,6,11,37,20,18,6,318,72
883,14,5,94,5,116,2,144,10
884,7,6,78,9,181,2,54,04
885,10,2,36,16,37,2,145,28
886,6,19,4,14,97,6,318,72
887,11,8,91,7,47,5,487,70
888,8,9,61,14,30,10,685,30
889,5,15,12,10,132,9,112,23
890,15,1,76,22,138,5,412,35
891,15,1,17,25,86,4,329,88
892,15,18,82,20,162,3,247,41
893,11,19,77,29,5,2,195,08
894,10,6,38,6,46,6,435,84
895,12,13,52,21,173,7,356,30
896,15,15,92,12,45,2,164,94
897,13,12,48,21,41,8,772,24
898,3,1,43,5,30,6,42,90
899,15,17,1,19,100,6,494,82
900,5,4,41,4,121,2,24,94
901,5,1,57,10,61,9,112,23
902,12,4,63,3,121,11,559,90
903,2,6,12,12,144,5,164,90
904,2,3,63,16,155,10,329,80
905,5,4,86,20,103,3,37,41
906,5,15,27,18,69,8,99,76
907,12,4,54,23,138,6,305,40
908,10,4,65,11,132,6,435,84
909,9,16,57,3,3,9,824,31
910,2,4,32,13,83,6,197,88
911,14,8,26,2,118,6,432,30
912,11,5,31,20,9,2,195,08
913,13,1,36,23,157,2,193,06
914,13,18,35,7,72,2,193,06
915,11,2,27,6,11,4,390,16
916,4,3,86,14,146,9,104,49
917,4,11,74,3,38,6,69,66
918,5,5,51,24,148,11,137,17
919,11,19,11,19,149,4,390,16
920,2,11,76,15,45,7,230,86
921,14,18,8,26,153,6,432,30
922,7,3,21,13,120,4,108,08
923,5,2,65,26,123,10,124,70
924,8,14,81,11,133,4,274,12
925,11,6,92,11,7,9,877,86
926,11,16,42,9,79,11,1072,94
927,3,12,62,8,14,3,21,45
928,4,18,63,6,4,9,104,49
929,6,18,87,23,81,6,318,72
930,12,8,39,9,43,3,152,70
931,11,3,62,3,105,10,975,40
932,11,14,84,7,146,8,780,32
933,4,5,23,28,104,6,69,66
934,4,10,34,27,24,8,92,88
935,1,3,13,8,48,4,271,88
936,11,12,3,29,12,8,780,32
937,7,7,97,28,61,10,270,20
938,9,13,14,9,164,7,641,13
939,11,1,38,30,32,9,877,86
940,5,8,27,5,148,10,124,70
941,5,14,47,11,175,3,37,41
942,1,15,41,23,171,7,475,79
943,13,5,60,27,52,4,386,12
944,10,4,6,24,27,7,508,48
945,10,10,42,26,70,3,217,92
946,6,14,95,3,168,2,106,24
947,8,1,74,27,108,7,479,71
948,14,15,72,17,148,10,720,50
949,5,20,20,19,122,6,74,82
950,15,4,19,13,121,5,412,35
951,10,2,56,27,11,6,435,84
952,5,14,67,12,6,11,137,17
953,8,2,99,25,145,6,411,18
954,11,20,18,22,67,7,682,78
955,11,5,37,30,158,5,487,70
956,13,18,46,3,105,10,965,30
957,12,11,30,15,34,8,407,20
958,15,9,27,27,36,2,164,94
959,11,6,67,11,73,9,877,86
960,5,16,16,18,167,6,74,82
961,13,14,2,6,136,9,868,77
962,4,8,97,25,43,6,69,66
963,10,1,95,12,172,1,72,64
964,1,8,59,18,180,7,475,79
965,6,16,49,25,92,7,371,84
966,1,11,35,13,44,6,407,82
967,2,17,70,12,151,6,197,88
968,4,16,62,22,121,2,23,22
969,5,5,80,4,1,8,99,76
970,6,5,90,15,149,3,159,36
971,8,18,15,2,180,8,548,24
972,5,8,72,10,67,9,112,23
973,4,1,15,26,25,1,11,61
974,14,5,20,26,60,4,288,20
975,1,6,10,30,116,9,611,73
976,5,20,96,18,19,11,137,17
977,4,11,6,6,108,5,58,05
978,3,12,33,5,34,7,50,05
979,10,6,18,30,42,10,726,40
980,9,20,38,19,84,9,824,31
981,8,1,65,22,39,8,548,24
982,11,2,7,4,173,5,487,70
983,15,1,59,13,171,3,247,41
984,3,14,7,24,130,5,35,75
985,14,18,99,28,74,5,360,25
986,8,13,16,6,34,6,411,18
987,13,13,72,26,146,3,289,59
988,2,20,94,20,14,3,98,94
989,8,16,72,9,161,5,342,65
990,11,6,11,19,146,3,292,62
991,13,3,78,29,55,4,386,12
992,8,12,91,7,123,6,411,18
993,2,13,75,2,17,6,197,88
994,6,2,83,11,70,6,318,72
995,12,13,96,12,94,2,101,80
996,2,1,55,7,11,2,65,96
997,6,10,84,20,144,6,318,72
998,9,15,18,3,128,11,1007,49
999,12,10,55,15,143,8,407,20
1000,12,13,40,19,29,5,254,50
